"","Latitude","Longitude","riskFactor"
"1224",30.68171,-95.75766,0.573800813567259
"1228",30.125647,-96.07427,0.408712314356587
"1230",32.617565,-95.31794,0.600724943677236
"1232",31.746483,-94.23803,0.331230601819954
"1234",32.55495,-98.25985,0.331230601819954
"1236",30.328196,-94.070694,0.627053697989525
"1237",31.45882,-93.75937,0.408712314356587
"1239",34.292038,-101.723305,0.356287690447798
"1241",31.485332,-102.36107,0.51877948403006
"1245",27.980623,-97.55584,0.677393702038177
"1246",27.954536,-97.57863,0.677393702038177
"1248",32.80423,-96.37357,0.546431933332299
"1249",32.793037,-96.38718,0.600724943677236
"1250",32.803352,-96.374565,0.652650173030767
"1251",30.689259,-101.39125,0.600724943677236
"1263",32.047024,-94.73717,0.600724943677236
"1264",27.477564,-97.85467,0.491011512786154
"1269",32.90963,-96.19602,0.408712314356587
"1272",31.482145,-106.13482,0.627053697989525
"1275",29.855377,-94.10369,0.491011512786154
"1277",34.36905,-101.78195,0.600724943677236
"1280",29.952803,-95.593575,0.463298894225875
"1289",32.372078,-96.80649,0.51877948403006
"1290",35.052994,-101.847885,0.51877948403006
"1293",30.162844,-95.45019,0.51877948403006
"1294",30.237902,-95.45837,0.331230601819954
"1295",33.489475,-95.14573,0.600724943677236
"1297",30.240644,-97.61478,0.307095033663071
"1299",34.94241,-100.8973,0.573800813567259
"1301",34.949104,-100.90839,0.627053697989525
"1302",32.1485,-102.47283,0.627053697989525
"1308",28.431576,-99.25096,0.701181638809626
"1309",28.390759,-99.26108,0.627053697989525
"1311",26.238482,-97.82511,0.677393702038177
"1314",29.805893,-96.20965,0.51877948403006
"1316",30.651924,-95.20128,0.140187250427471
"1317",33.150738,-97.0595,0.463298894225875
"1319",33.159126,-97.068565,0.408712314356587
"1322",31.912064,-102.32218,0.463298894225875
"1325",32.27075,-101.67346,0.600724943677236
"1329",30.930742,-97.79219,0.573800813567259
"1332",26.617687,-97.76668,0.677393702038177
"1335",30.19307,-95.45366,0.573800813567259
"1338",30.27621,-93.78491,0.573800813567259
"1339",33.0158,-97.44023,0.0628186684538377
"1340",33.014572,-97.43977,0.463298894225875
"1343",31.881172,-98.66247,0.652650173030767
"1348",33.19334,-97.12374,0.435811145976358
"1349",33.162907,-97.075195,0.408712314356587
"1352",32.191807,-97.85103,0.652650173030767
"1355",29.785353,-95.58925,0.600724943677236
"1357",33.35727,-94.15903,0.283971373533983
"1359",34.923473,-100.85121,0.677393702038177
"1360",34.90632,-100.78327,0.573800813567259
"1365",27.985823,-97.55131,0.546431933332299
"1369",29.694584,-99.98384,0.491011512786154
"1371",33.14879,-97.05792,0.307095033663071
"1372",30.81882,-100.62197,0.677393702038177
"1376",29.691267,-97.00045,0.546431933332299
"1378",29.696838,-97.04351,0.600724943677236
"1379",31.846638,-97.086365,0.463298894225875
"1381",31.856441,-97.08445,0.356287690447798
"1391",28.30337,-98.11361,0.652650173030767
"1398",32.268574,-97.68234,0.677393702038177
"1400",32.663914,-97.41498,0.491011512786154
"1401",33.654385,-98.46988,0.600724943677236
"1404",33.138298,-97.04805,0.382157140201564
"1406",31.847982,-101.152954,0.627053697989525
"1410",27.155035,-98.150154,0.600724943677236
"1414",29.979465,-97.68087,0.491011512786154
"1415",31.451385,-100.37936,0.652650173030767
"1416",27.912046,-97.27159,0.463298894225875
"1423",30.64793,-100.90982,0.491011512786154
"1425",32.373806,-100.97999,0.701181638809626
"1426",32.39047,-100.93635,0.169171081740017
"1428",33.2594,-96.61829,0.546431933332299
"1429",32.985306,-96.71199,0.382157140201564
"1437",33.240494,-102.25364,0.463298894225875
"1441",28.945272,-99.69508,0.600724943677236
"1442",32.39266,-100.91773,0.600724943677236
"1444",30.71415,-95.59384,0.261930687427986
"1445",29.905586,-97.863976,0.356287690447798
"1446",33.086464,-97.02708,0.491011512786154
"1448",33.094944,-97.028404,0.435811145976358
"1450",29.824972,-96.22908,0.435811145976358
"1451",35.66278,-101.35053,0.546431933332299
"1453",36.03367,-102.482216,0.627053697989525
"1454",34.94704,-101.850815,0.408712314356587
"1456",29.985893,-94.967964,0.491011512786154
"1457",26.81678,-98.12019,0.408712314356587
"1458",30.236532,-96.284676,0.331230601819954
"1461",28.11225,-97.81908,0.652650173030767
"1463",29.678492,-97.634865,0.331230601819954
"1465",29.667776,-97.62316,0.463298894225875
"1466",32.459064,-97.77409,0.546431933332299
"1468",29.692617,-97.015045,0.600724943677236
"1470",30.64378,-97.03746,0.573800813567259
"1471",30.625809,-97.145874,0.546431933332299
"1473",31.548235,-101.479,0.546431933332299
"1474",31.288952,-101.50063,0.463298894225875
"1478",33.16419,-97.07656,0.435811145976358
"1480",31.837234,-101.001015,0.463298894225875
"1485",35.24914,-101.914276,0.546431933332299
"1487",26.832424,-98.12324,0.652650173030767
"1488",26.832424,-98.12324,0.652650173030767
"1490",33.621166,-101.86348,0.382157140201564
"1493",32.12145,-94.77525,0.169171081740017
"1496",30.308441,-99.5571,0.491011512786154
"1497",30.411398,-99.66472,0.652650173030767
"1501",29.467484,-100.02595,0.652650173030767
"1507",30.83897,-95.41478,0.491011512786154
"1509",33.13708,-96.18375,0.627053697989525
"1514",27.147266,-98.149605,0.283971373533983
"1515",30.113398,-96.07053,0.463298894225875
"1516",30.117,-96.08623,0.408712314356587
"1518",27.586523,-97.45388,0.600724943677236
"1519",27.609568,-97.535645,0.408712314356587
"1522",28.559717,-98.19541,0.546431933332299
"1523",28.559628,-98.19595,0.600724943677236
"1526",28.719168,-97.03912,0.463298894225875
"1529",33.212322,-96.37335,0.677393702038177
"1535",31.868484,-98.73213,0.546431933332299
"1537",30.146328,-95.44718,0.573800813567259
"1539",33.07474,-95.26743,0.382157140201564
"1541",28.432487,-99.250885,0.51877948403006
"1542",32.267483,-97.68679,0.677393702038177
"1543",32.250134,-97.72959,0.677393702038177
"1548",33.53679,-97.836044,0.546431933332299
"1552",33.170517,-97.08561,0.408712314356587
"1553",34.220676,-102.72893,0.701181638809626
"1560",32.454952,-100.56077,0.241024861412633
"1563",31.852299,-101.1221,0.701181638809626
"1564",31.855919,-101.04778,0.408712314356587
"1565",31.856882,-101.08904,0.600724943677236
"1570",33.718307,-98.09962,0.185366666905418
"1571",32.37089,-99.20458,0.491011512786154
"1580",30.240778,-93.826195,0.408712314356587
"1583",31.452896,-102.36187,0.573800813567259
"1588",28.297178,-98.113625,0.435811145976358
"1589",32.241608,-95.30892,0.408712314356587
"1591",29.70208,-96.57623,0.408712314356587
"1604",29.051922,-98.43343,0.356287690447798
"1609",26.891712,-98.233025,0.546431933332299
"1611",30.981594,-95.31738,0.627053697989525
"1613",31.014378,-100.556465,0.677393702038177
"1616",33.58335,-99.862724,0.491011512786154
"1617",33.672997,-95.52253,0.573800813567259
"1623",32.632404,-99.833916,0.627053697989525
"1625",32.375317,-98.91169,0.546431933332299
"1626",30.615955,-97.19787,0.491011512786154
"1628",30.739323,-95.03728,0.463298894225875
"1634",30.430527,-93.97865,0.546431933332299
"1642",27.823513,-97.63601,0.408712314356587
"1643",27.838097,-97.63298,0.382157140201564
"1644",32.3234,-94.73297,0.382157140201564
"1655",32.056877,-94.741776,0.546431933332299
"1656",32.07138,-94.75081,0.600724943677236
"1657",30.629221,-100.85833,0.331230601819954
"1658",33.193733,-96.01864,0.600724943677236
"1660",32.24108,-95.31021,0.382157140201564
"1666",30.119682,-95.442406,0.408712314356587
"1668",30.445585,-94.7834,0.408712314356587
"1672",31.743698,-106.33125,0.546431933332299
"1673",33.531437,-95.272865,0.546431933332299
"1674",33.592075,-99.696144,0.546431933332299
"1679",32.44026,-99.6394,0.573800813567259
"1682",35.631924,-101.51123,0.51877948403006
"1683",26.890392,-98.20264,0.491011512786154
"1687",29.517202,-98.738075,0.546431933332299
"1688",32.672318,-97.40752,0.356287690447798
"1690",29.127316,-95.36884,0.652650173030767
"1691",29.132643,-95.35732,0.463298894225875
"1698",30.900518,-100.584564,0.652650173030767
"1708",32.91266,-98.02237,0.51877948403006
"1713",31.341537,-100.438416,0.600724943677236
"1714",32.40412,-99.43091,0.356287690447798
"1715",32.40346,-99.397964,0.546431933332299
"1719",33.082096,-96.33658,0.51877948403006
"1720",26.37934,-98.820816,0.627053697989525
"1724",34.13867,-99.188,0.677393702038177
"1725",30.556828,-96.301155,0.677393702038177
"1728",32.705456,-97.94864,0.546431933332299
"1733",31.844343,-98.335106,0.677393702038177
"1743",31.75981,-99.350044,0.627053697989525
"1744",31.313223,-94.72005,0.546431933332299
"1750",32.058636,-94.74222,0.261930687427986
"1754",32.525963,-98.335365,0.573800813567259
"1760",32.166965,-98.05491,0.573800813567259
"1763",27.807608,-97.63996,0.627053697989525
"1764",27.827562,-97.634995,0.573800813567259
"1766",29.747246,-96.303085,0.546431933332299
"1767",32.703285,-97.95598,0.51877948403006
"1768",30.205656,-104.06894,0.51877948403006
"1769",31.21567,-98.17327,0.701181638809626
"1781",29.44377,-95.07285,0.331230601819954
"1784",27.832294,-98.61795,0.51877948403006
"1785",29.115616,-95.37712,0.652650173030767
"1791",32.723236,-97.892944,0.283971373533983
"1797",26.324867,-98.32363,0.546431933332299
"1799",34.807243,-102.3528,0.652650173030767
"1805",33.23125,-97.17425,0.221287346441177
"1807",33.23572,-97.0708,0.627053697989525
"1808",35.73153,-101.964485,0.600724943677236
"1811",33.52447,-97.84515,0.600724943677236
"1812",30.841053,-96.95367,0.356287690447798
"1813",32.351864,-99.743225,0.356287690447798
"1814",28.1058,-97.55778,0.573800813567259
"1816",30.017464,-94.17812,0.546431933332299
"1818",27.496548,-97.84388,0.491011512786154
"1820",31.709442,-95.71177,0.261930687427986
"1822",32.636234,-96.46674,0.463298894225875
"1828",30.000196,-94.195595,0.463298894225875
"1834",28.34441,-97.8465,0.677393702038177
"1842",33.49291,-102.28786,0.573800813567259
"1846",30.746225,-96.4545,0.491011512786154
"1847",31.874416,-98.69341,0.491011512786154
"1848",31.874437,-98.694756,0.546431933332299
"1862",30.606863,-96.367966,0.677393702038177
"1863",30.61497,-96.37492,0.677393702038177
"1865",27.257706,-97.901024,0.677393702038177
"1871",30.185858,-95.452354,0.463298894225875
"1873",30.17926,-104.07976,0.51877948403006
"1877",26.167513,-97.814384,0.463298894225875
"1878",26.186752,-97.74489,0.546431933332299
"1886",30.639412,-97.07127,0.652650173030767
"1888",29.787992,-98.02777,0.408712314356587
"1889",29.776272,-98.03672,0.435811145976358
"1891",32.49659,-96.82305,0.573800813567259
"1893",32.41442,-98.74898,0.627053697989525
"1903",30.296352,-94.86023,0.382157140201564
"1904",29.337427,-99.17106,0.546431933332299
"1909",26.259195,-98.318214,0.600724943677236
"1918",29.956537,-94.23981,0.463298894225875
"1920",31.453142,-96.07459,0.408712314356587
"1922",30.644417,-96.38765,0.600724943677236
"1926",31.843687,-102.4887,0.677393702038177
"1930",33.113556,-101.273346,0.701181638809626
"1931",29.654476,-97.58085,0.283971373533983
"1933",30.608194,-98.51674,0.600724943677236
"1942",33.258373,-97.12195,0.491011512786154
"1945",29.902296,-95.34003,0.356287690447798
"1969",29.363823,-94.91933,0.408712314356587
"1976",29.654493,-97.57811,0.356287690447798
"1977",29.652267,-97.59505,0.11547897319661
"1993",33.38985,-96.58037,0.546431933332299
"1996",31.22968,-97.91155,0.573800813567259
"1997",31.122492,-97.77743,0.491011512786154
"2006",32.264355,-101.38365,0.701181638809626
"2007",32.26227,-101.39303,0.701181638809626
"2008",32.258453,-101.41054,0.652650173030767
"2020",31.364235,-99.3754,0.677393702038177
"2022",29.983253,-94.21236,0.491011512786154
"2025",29.786858,-98.028885,0.283971373533983
"2026",29.806908,-98.008484,0.356287690447798
"2029",29.654339,-97.57321,0.331230601819954
"2033",30.131441,-93.87112,0.627053697989525
"2034",33.956142,-101.854034,0.261930687427986
"2037",30.018007,-95.36674,0.573800813567259
"2047",32.403454,-99.39748,0.491011512786154
"2048",30.343983,-96.05043,0.435811145976358
"2052",30.47149,-96.16093,0.701181638809626
"2053",30.428316,-96.11575,0.627053697989525
"2055",29.01277,-97.16267,0.600724943677236
"2060",30.020325,-94.17482,0.573800813567259
"2066",31.056124,-97.330956,0.573800813567259
"2072",29.811443,-98.00365,0.283971373533983
"2073",29.78264,-98.03226,0.356287690447798
"2075",32.47793,-98.61377,0.331230601819954
"2077",25.993649,-97.52261,0.627053697989525
"2081",30.32143,-97.69118,0.408712314356587
"2084",27.794897,-97.6525,0.408712314356587
"2089",32.836792,-96.816444,0.283971373533983
"2098",25.994164,-97.522934,0.546431933332299
"2101",30.1638,-95.21014,0.408712314356587
"2106",32.780846,-97.814606,0.600724943677236
"2109",35.117325,-101.890274,0.382157140201564
"2118",32.851013,-96.812675,0.221287346441177
"2120",32.85111,-96.8129,0.221287346441177
"2138",30.212774,-95.358765,0.51877948403006
"2144",29.435278,-95.06469,0.261930687427986
"2153",27.749588,-98.10953,0.546431933332299
"2156",32.3928,-94.67712,0.546431933332299
"2159",30.007208,-94.18819,0.408712314356587
"2162",30.445408,-96.132935,0.677393702038177
"2170",30.613098,-97.6867,0.435811145976358
"2171",30.600142,-97.68766,0.221287346441177
"2172",32.863873,-97.59429,0.546431933332299
"2196",32.759563,-97.47787,0.261930687427986
"2198",32.70402,-96.40953,0.382157140201564
"2199",32.43253,-94.88932,0.51877948403006
"2200",32.535076,-99.718666,0.677393702038177
"2208",32.01071,-97.13262,0.51877948403006
"2216",30.712536,-97.64776,0.652650173030767
"2217",31.07236,-104.1312,0.627053697989525
"2219",26.220697,-98.242744,0.283971373533983
"2220",26.169992,-98.25125,0.408712314356587
